code,grouping,title,description,lithology
Ts,Topatopa Mountains and eastern Santa Ynez Range,"Sespe Formation, undivided (late Eocene, Oligocene and early Miocene)","Nonmarine ""redbed"" sequence of sandstone, pebbly sandstone, varicolored mudstone, and pebble-cobble conglomerate. Sandstone beds commonly very thick to massive, having strong internal cross lamination; and rare thin interbeds of varicolored reddish, greenish and grayish mudstone. Sandstone beds are characteristically red in color, chiefly as a result of intergranular hematized biotite; several sections include beds that lack characteristic red color. In western Topatopa Mountains, north of Fillmore, Sespe is about 430 m thick between underlying marine Coldwater Formation and overlying marine strata assigned to Vaqueros Formation (Fillmore 7.5’ quadrangle). Name, Sespe Formation, was introduced by Watts (1897) and further described by Bailey (1947) for exposures in vicinity of Sespe Creek, north of Fillmore, and has been extended over large parts of coastal southern California by various workers. Generally, it has been applied to a thick nonmarine sandstone, conglomeratic sandstone and siltstone sequence that is underlain by marine Eocene strata and overlain by marine Miocene beds ",
Ts,Santa Susana Mountains and Simi Hills,"Sespe Formation, undivided (early Miocene, Oligocene, and late Eocene)","Nonmarine ""redbed"" sequence of sandstone, pebbly sandstone, varicolored mudstone, and pebble-cobble conglomerate. Sandstone beds commonly very thick to massive, having strong internal cross lamination; and rare thin interbeds varicolored reddish, greenish and grayish mudstone. Sandstone beds are characteristically red in color, chiefly as a result of intergranular hematized biotite; several sections include beds that lack characteristic red color. At west end of Simi Hills about 1365 m of Sespe strata lie accordantly above marine Llajas and unconformably below Conejo Volcanics. Along north side of Simi Valley, Sespe exposures total as much as 1656 m in thickness in the west (Simi Valley West 7.5’ quadrangle), but the unit wedges out to the east, north of Santa Susana Pass (Simi Valley East 7.5’ quadrangle). Along north flank of Oak Ridge the Sespe can be as much as 2135 m thick, based in part on drill-hole data. The name, Sespe Formation, was introduced by Watts (1897) and further described by Bailey (1947) for exposures in the vicinity of Sespe Creek, north of Fillmore, and has been extended over large parts of coastal southern California by various workers. Applied to a thick nonmarine sandstone, conglomeratic sandstone and siltstone sequence that is underlain by marine Eocene strata and overlain by marine Miocene beds",
Ts,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Sespe Formation, undivided (early Miocene, Oligocene, and late Eocene)","A nonmarine ""redbed"" sequence of sandstone, pebbly sandstone, varicolored mudstone, and pebble-cobble conglomerate; sandstone beds commonly very thick to massive, with well developed internal cross lamination; and rare thin varicolored reddish, greenish and grayish mudstone interbeds. Sandstone beds are characteristically red, chiefly as a result of intergranular hematized biotite; several sections include beds that lack red color. Only complete section of the Sespe exposed in Santa Monica Mountains is in Solstice Canyon-Castro Peak area, where about 1000 m of strata lie concordantly on marine Llajas Formation, and accordantly beneath marine Vaqueros Formation. Elsewhere in Santa Monica Mountains, both to east and to west, Sespe is in fault contact with underlying older strata, chiefly along the Zuma Detachment Fault. At west end of Simi Hills about 1365 m of Sespe strata lie accordantly above marine Llajas and unconformably below Conejo Volcanics. Along north side of Simi Valley, Sespe is as much as 1656 m thick in west (Simi Valley West 7.5’ quadrangle), but wedges out to east, north of Santa Susana Pass (Simi Valley East 7.5’ quadrangle). Along north flank of Oak Ridge Sespe is up to 2135 m thick, based in part on drill-hole data. In western Topatopa Mountains, north of Fillmore, Sespe is about 430 m thick between underlying marine Coldwater Formation and overlying marine strata assigned to Vaqueros Formation (Fillmore 7.5’ quadrangle). Name, Sespe Formation, was introduced by Watts (1897) and further described by Bailey (1947) for exposures in vicinity of Sespe Creek, north of Fillmore, and has been extended over large parts of coastal southern California by various workers. Generally, it has been applied to a thick nonmarine sandstone, conglomeratic sandstone and siltstone sequence that is underlain by marine Eocene strata and overlain by marine Miocene beds. Includes:",
Tsi,Santa Susana Mountains and Simi Hills,"Simi Conglomerate, undivided (Paleocene)","Thin, nonmarine cobble-boulder conglomerate mapped at base of Tertiary sequence in Simi Hills, Santa Monica Mountains, and northeast of Simi Valley. Conglomerate contains abundant well-rounded, polished cobbles and boulders of quartzite, granitic, rhyolitic, and gneissic rocks in conglomeratic, coarse-grained sandstone. Yerkes and Campbell (1979) tentatively correlated beds described in Simi Hills by Nelson (1925) as Simi Conglomerate with lithologically similar beds in Solstice Canyon area of Santa Monica Mountains. Correlation is supported by subsequent detailed petrographic work of Colburn and Novak (1989). Correlative strata in Santa Susana Mountains, mapped as “Martinez Formation” by Evans and Miller (1978), are here included with Simi Conglomerate. Evans and Miller (1978) recognized three local lithologic members",
Tsi,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Simi Conglomerate, undivided (Paleocene)","Thin, nonmarine cobble-boulder conglomerate mapped at base of Tertiary sequence in Santa Monica Mountains, Simi Hills, and northeast of Simi Valley. In Solstice Canyon (eastern Point Dume 7.5’ quadrangle), contains abundant well-rounded, polished cobbles and boulders of quartzite and granitic, rhyolitic, and gneissic rocks in conglomeratic, coarse-grained sandstone that includes a 1 m thick bed of brick-red pisolitic clayey sandstone. Yerkes and Campbell (1979) tentatively correlated these beds with Simi Conglomerate in Simi Hills, as described by Nelson (1925); correlation is supported in subsequent detailed petrographic work by Colburn and Novak (1989)",
Tsia,Santa Susana Mountains and Simi Hills,"Simi Conglomerate, sandstone member (Paleocene)","Massive, gray to brownish, coarse- to very coarse-grained sandstone, cemented by silica and hydrous iron oxides; contains thin interbeds of micaceous siltstone and lenses of boulder, cobble and pebble conglomerate. Locally strongly cemented by calcite (Evans and Miller, 1978; Oat Mountain 7.5’ quadrangle)",
Tsic,Santa Susana Mountains and Simi Hills,"Simi Conglomerate, conglomeratic member (Paleocene)","Massive, yellowish brown pebble to cobble conglomerate; contains numerous brownish sandstone lenses as much as 1 m thick and continuous for a few tens of meters along strike. Locally contains molluscan fauna referred to Martinez Stage (Evans and Miller, 1978; Oat Mountain 7.5’ quadrangle)",
Tsis,Santa Susana Mountains and Simi Hills,"Simi Conglomerate, shale member (Paleocene)","Light olive gray micaceous siltstone, silty shale, and shale; contains local thin interbeds of brown, medium- to coarsegrained sandstone. Dark gray limestone occurs in shale as thin, discontinuous beds as well as small pods and lenses (Evans and Miller, 1978; Oat Mountain 7.5’ quadrangle)",
Tsp,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Sespe Formation, Piuma Member (early Miocene)","Sandstone, mediumgrained; absence of pebble and cobble conglomerate, abundant interbedded lacustrine or lagoonal siltstone. Member name formalized by Yerkes and Campbell (1979) for the upper of two tongues of Sespe that are easily distinguished where strata of the marine Vaqueros Formation separate them; Vaqueros wedges out eastward, but contact between the Piuma Member and the undivided Sespe below can be carried eastward beyond Vaqueros wedge-out. (Malibu Beach 7.5’ quadrangle; Yerkes and Campbell, 1980)",
Tsr,"Oak Ridge, Santa Susana Mountains, Simi Hills, Santa Monica Mountains","Saugus Formation, Sunshine Ranch Member, undivided (late Pliocene)","Interfingered marine, brackish water, and nonmarine cross-bedded and pebbly to cobbley sandstone; thickness about 915 m in type area (Mission Hills). Named by Hazard (in Oakeshott, 1950). (Mint Canyon and Sunland 7.5’ quadrangles).",
Tsrl,"Oak Ridge, Santa Susana Mountains, Simi Hills, Santa Monica Mountains","Saugus Formation, Sunshine Ranch Member, lower facies (late Pliocene)","Nonmarine arkosic sandstone, silty sandstone, pebbly sandstone, and conglomerate; thickness about 120 m; both sides of San Gabriel Fault. (southwest part of Mint Canyon 7.5’ quadrangle)",
Tsru,"Oak Ridge, Santa Susana Mountains, Simi Hills, Santa Monica Mountains","Saugus Formation, Sunshine Ranch Member, upper facies (late Pliocene)","Nonmarine sandy siltstone and mudstone, pebbly sandstone, and sandy conglomerate; thickness as much as 300 m; north of San Gabriel Fault. (southwest part of Mint Canyon 7.5’ quadrangle)",
Tss,Santa Susana Mountains and Simi Hills,Santa Susana Formation (early Eocene to late Paleocene),"Clay shale and fractured mudrock; contains interbeds of fine- to medium-grained sandstone and pebble conglomerate; gray limestone concretions common in shale. Locally contains foraminifera and locally abundant mollusks diagnostic of “Meganos” and “Martinez” Stages (Saul, 1983). Thickness as much as 1,000 m. Named by Clark (1921). (Thousand Oaks, Calabasas and Simi Valley East 7.5’ quadrangles; Squires, 1983a)",
Tt,Santa Susana Mountains and Simi Hills,"Topanga Group, undivided (middle Miocene)","Heterogeneous sequence of sedimentary and volcanic rocks, containing a marine facies having middle Miocene molluscan fauna diagnostic of ""Temblor"" Stage (Weaver and others, 1944). First called the Topanga Formation by Kew (1923) for exposures in central Santa Monica Mountains. Yerkes and Campbell (1979) revised nomenclature for thick sequence in central and western Santa Monica Mountains, and designated entire sequence as the Topanga Group. Fossil mollusk species provide chief basis for extending “Topanga Formation” to other areas in eastern Ventura Basin. In Los Angeles quadrangle, those surface and subsurface occurrences that have not been specifically correlated with one or another of the three formations recognized in the central and western Santa Monica Mountains are labeled as “Topanga Group”, locally with lithologic subunits recognized by various authors, including interlayered basalt (Ttb). Ttb consists of intrusive and extrusive volcanic rocks, chiefly basaltic and andesitic, interlayered with sandstone and shale assigned to Topanga Group. In part, may be correlative with Conejo Volcanics of central and western Santa Monica Mountains and adjacent areas to northwest; but includes rocks dated as older than oldest contiguous Conejo Volcanics (McCulloh and others, 2002). (Eastern Santa Monica Mountains, Hoots, 1931; Santa Susana Mountains, Evans and Miller, 1978; northeastern Verdugo Mountains, Oakeshott, 1958).",
Tt,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Topanga Group, undivided (middle Miocene)","Thick (>6,000 m), heterogeneous sequence of sedimentary and volcanic rocks, containing a marine facies with middle Miocene molluscan fauna diagnostic of ""Temblor"" Stage (Weaver and others, 1944). Included in the Topanga Formation by Kew (1923). In the western Santa Monica Mountains, west of Temescal Canyon, this sequence measures more than 6,000 m in thickness, and is readily divisible into the three formations recognized by Durrell (1954): lower sequence of offshore shelf, shoreline, and brackish water sandstone and siltstone extensively intruded with dikes and sills related to the overlying extrusive sequence; middle sequence of chiefly basaltic and andesitic extrusive volcanic rocks, mostly deposited in a marine environment; and upper sequence of deeper water submarine fan turbidite sandstone and interbedded shale. Durrell (1954) called the three-fold sequence the Lower Topanga, Middle Topanga and Upper Topanga Formations, a nomenclature unacceptable to the current code of stratigraphic nomenclature (North American Commission on Stratigraphic Nomenclature, 1983); Yerkes and Campbell (1979) revised the nomenclature to identify entire sequence as Topanga Group and to apply individual formation names, Topanga Canyon Formation, Conejo Volcanics, and Calabasas Formation, respectively, to the three constituent units",
Tt,Central Santa Monica Mountains (Upper plate of Malibu Bowl Detachment Fault),"Topanga Group, undivided (middle Miocene)","(See foregoing description for column titled “Central Santa Monica Mountains (below Malibu Bowl Detachment Fault)”). Topanga Group rocks in the upper plate of the Malibu Bowl Detachment Fault include deep marine shale and sandstone turbidites of the Calabasas Formation, overlying and interbedded with tongues of basalt and andesite breccias and flows of Conejo Volcanics, underlain by shallow marine strata of Topanga Canyon Formation",
Tt,Los Angeles Basin—East,"Topanga Group, undivided (middle Miocene)","Heterogeneous sequence of sedimentary and volcanic rocks, containing a marine facies having a middle Miocene molluscan fauna. Since the description of the Topanga molluscan fauna by Arnold (1907), and the application of name, Topanga Formation, in mapping by Kew (1924), a middle Miocene molluscan fauna diagnostic of ""Temblor"" Stage (Weaver and others, 1944) has provided the chief basis for extending the unit name widely in the Los Angeles Basin and the eastern Ventura Basin. West of name locality in western Santa Monica Mountains, this sequence is more than 6 km thick and is readily divisible into three formations. Yerkes and Campbell (1979) revised nomenclature to identify the entire Santa Monica Mountains sequence as Topanga Group (see DMU for Santa Monica Mountains). In Los Angeles quadrangle, surface and subsurface occurrences of the “Topanga Formation” in the Los Angeles Basin are labeled as “Topanga Group”. Locally, lithologic subunits have been recognized by various authors; however, their sequence can be different in different areas and none have been specifically correlated with the formations named in the Santa Monica Mountains. Interlayered basalt (Ttb), consists of intrusive and extrusive volcanic rocks, chiefly basaltic and andesitic, interlayered with sandstone and shale assigned to Topanga Group; in part, may be correlative with Conejo Volcanics of central and western Santa Monica Mountains and adjacent areas to northwest; but includes rocks dated as older than oldest contiguous Conejo (McCulloh and others, 2002). (eastern Santa Monica Mountains, Hoots, 1931; Santa Susana Mountains, Evans and Miller, 1978; northeastern Verdugo Mountains, Oakeshott, 1958). Lithologically recognized subunits, which are probably interbedded at various stratigraphic levels and do not form a consistent stratigraphic sequence. Includes:",
Ttb,Los Angeles Basin—East,"Topanga Group, interlayered basalt (middle Miocene)",,
Tt1,Santa Susana Mountains and Simi Hills,"Topanga Group, unit 1 (middle Miocene)","Shaly siltstone, massive to well bedded, minor lenses of conglomeratic sandstone. Siltstone locally contains microfauna assigned to the Luisian Stage of Kleinpell (1938). (Oat Mountain 7.5’ quadrangle; Saul, 1979)",
Tt2,Santa Susana Mountains and Simi Hills,"Topanga Group, unit 2 (middle Miocene)","Sandstone, fine- to coarse-grained, arkosic, well indurated, massive, about 244 m thick. (Oat Mountain 7.5’ quadrangle; Saul, 1979)",
Tt3,Santa Susana Mountains and Simi Hills,"Topanga Group, unit 3 (middle Miocene)","Shale, foram-bearing siltstone, and mudstone, about 122 m thick. (Oat Mountain 7.5’ quadrangle; Saul, 1979)",
Tt4,Santa Susana Mountains and Simi Hills,"Topanga Group, unit 4 (middle Miocene)","Upper sandstone interbedded with siltstone and local pebble conglomerate; sandstone, medium- to coarse-grained arkose. Locally contains Amusium lompocensis. Thickness about 140 m. (Oat Mountain 7.5’ quadrangle; Saul, 1979)",
Tta,Los Angeles Basin—East,"Topanga Group, sandstone (middle Miocene)","Sandstone, medium- to coarse-grained, well-bedded, light brown and gray. (Los Angeles and Pasadena 7.5’ quadrangles; Lamar, 1970)",
Ttc,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Topanga Canyon Formation, undivided (early middle Miocene)","Marine sandstone, commonly arkosic, with interbedded siltstone, pebbly sandstone and pebble-cobble conglomerate; generally well indurated. Where undivided, thickbedded sandstone predominates, probably indicative of chiefly shoreface and nearshore depositional environments; locally abundant molluscan fossils assigned to ""Temblor"" Stage (middle Miocene) of Weaver and others (1944). Conformably overlain by Conejo Volcanics from about one mile west of Malibu Lake eastward to area north of Calabasas Peak. Further west, in western part of Point Dume 7.5’ quadrangle and eastern part of Triunfo Pass 7.5’ quadrangle, contact is both sharply unconformable in some places and conformable in others. Unconformable segments are probably not result of subaerial erosion, and may have initially been faults (caldera collapse?) associated with volcanism. Conformably overlies Vaqueros Formation, which commonly contains a similar but older molluscan fauna. North of Castro Peak, unit is as much as 1,070 m thick. Interbeds of siltstone and mudstone, suggestive of offshore shelf depositional environments, become progressively thicker and more abundant westward. Durrell (1954) referred to this unit as ""Lower Topanga Formation"". Yerkes and Campbell (1979) formalized name “Topanga Canyon Formation” for pre-volcanic middle Miocene strata of central and western Santa Monica Mountains, and described four members of distinctly different lithologic character. More recently, Fritsche (1993) has proposed further revision of nomenclature; however, for the purposes of this compilation, usage of source maps is retained (Yerkes and Campbell, 1980; Campbell and others, 1996)",
Ttc,Central Santa Monica Mountains (Upper plate of Malibu Bowl Detachment Fault),"Topanga Canyon Formation, undivided (early middle Miocene)","Marine sandstone, commonly arkosic, with interbedded siltstone, pebbly sandstone and  27 pebble-cobble conglomerate; generally well indurated. Thick-bedded sandstone predominates, probably indicative of chiefly shoreface and nearshore depositional environments; locally abundant molluscan fossils assigned to ""Temblor"" Stage (middle Miocene) of Weaver and others (1944). In central Santa Monica Mountains contact at base of Topanga Canyon Formation is depositional; unit rests with general accordance on Vaqueros or Sespe strata; however, in many places contact with older rocks is clearly faulted or filled with intrusive basalt related to emplacement of Conejo Volcanics, and probably represents Malibu Bowl Detachment Fault Castaic Valley-Soledad Canyon and San Gabriel Mountains",
Ttcc,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Topanga Canyon Formation, Cold Creek Member (early middle Miocene)","Marine sandstone, siltstone, and minor pebbly sandstone. Sandstone commonly medium grained, moderately to well sorted arkosic arenite, in laminated and graded beds as much as two meters thick, and locally biotitic. About 707 m thick in northeast corner of the Malibu Beach 7.5’ quadrangle, type locality of ""Topanga Formation"" specified by Kew (1924). Locally abundant molluscan fauna referred to ""Temblor Stage"" of Weaver and others (1944), including type locality for “Topanga Canyon fauna” (about 50 molluscan species) of Arnold (1907). Named as a member of Topanga Canyon Formation by Yerkes and Campbell (1979). Conformably overlies Fernwood member of Topanga Canyon Formation; overlain, in most places conformably, by Conejo Volcanics; in a few localities in upper Topanga Canyon, Conejo is missing and Cold Creek Member is accordantly overlain by Calabasas Formation. However, in most of Topanga Canyon area Cold Creek Member is separated from older rocks by Malibu Bowl Detachment Fault or basalt intrusive into fault zone. (Malibu Beach, Topanga and Calabasas 7.5’ quadrangles; Yerkes and Campbell, 1980; Campbell, unpublished 1:12,000-scale mapping, 1965-1972)",
Ttce,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Topanga Canyon Formation, Encinal Member (early middle Miocene)","Chiefly dark gray siltstone or silty mudstone, commonly platy to shaly, but at many localities bedding fissility is obscured by a dominant conchoidal fracture. Lenticular dolomitic concretions locally abundant, particularly along restricted stratigraphic zones as thick as 60 cm. Rare medium- and fine-grained sandstone beds in Encinal Canyon area (western Point Dume 7.5’ quadrangle) increase westward in Triunfo Pass 7.5’ quadrangle. Encinal siltstone rests conformably on sandstone of underlying San Nicholas Member of Vaqueros Formation, but there is apparent discordance in some places. Encinal member is unconformably overlain by Conejo Volcanics, though missing strata may not have been removed by subaerial erosion (see discussion of base of Conejo, above). Poorly preserved foraminifera in two collections from Encinal Canyon Road exposures are assigned to Relizian (?) Stage and Saucesian or Relizian stages of Kleinpell (1938), respectively (Yerkes and Campbell 1979). Sonneman (1956) reports equivalent strata farther west  20 contained foraminifera assignable to Relizian Stage. Subsequent collection is also assigned a late Saucesian to early Relizian age (Flack 1993). Flack (1993, p. 46) considers Encinal Member, as well as entire Topanga Canyon Formation, to be late early Miocene rather than early middle Miocene. On basis of age and lithologic similarity, Fritsche (1993, p. 9-10) proposed Encinal Member should be considered a tongue of Rincon Formation (early Miocene; Zemorrian and Saucesian Stages) of northern Ventura Basin. Because parts of the Encinal Member are probably Relizian, and major structural features, largely concealed by younger strata, intervene between northern and southern parts of western Transverse Ranges, extension of name, Rincon Formation to Santa Monica Mountains seems questionable, and the usage of source maps is retained. (Point Dume and Triunfo Pass 7.5’ quadrangles; Campbell and others, 1996; Campbell, unpublished 1:12,000-scale mapping, 1965-1975)",
Ttcf,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Topanga Canyon Formation, Fernwood Member (early middle Miocene)","Paralic-fluvial, estuarine, and marine sandstone, pebbly sandstone, and mudstone; contains minor tuff and limestone; interbedded with grayish-red or olive-gray mudstone and, locally, minor vitric rhyolite tuff and algal (?) limestone. Fluvial sandstone forms thick lenticular ledge-forming beds and is complexly channeled and crossbedded. Locally abundant closely spaced borings normal to sandstone bedding (ophiomorpha?), and rare fragments of bone occur; shallow-water gastropod Melongena, known only from provincial middle Miocene, occurs in sandstone on a ridge west of Topanga Canyon (in Fernwood area) (Yerkes and Campbell, 1979; Yerkes and Campbell, 1980). Fernwood Member is overlain conformably by and intertongues with Cold Creek Member of Topanga Canyon Formation. Fernwood Member overlies Saddle Peak Member conformably and may intertongue with it. In several parts of Topanga Canyon drainage area Fernwood strata are cut off down dip by Sespe Formation redbeds along Malibu Bowl Detachment Fault or by basalt and diabase intrusive into fault. Fritsche (1993) and Flack (1993) propose that Fernwood Member be assigned to Sespe Formation. However, Fernwood Member has nowhere been observed to be in direct depositional contact with Sespe strata (even though short segments of approximately located contact are shown on map, there is no outcrop exposure of unfaulted contact relationships). Nor does Fernwood Member contain any red sandstone, which is characteristic of (though not always present in) Sespe Formation. Therefore, usage of source maps is retained. (Malibu Beach and Topanga 7.5’ quadrangles; Yerkes and Campbell, 1979; Yerkes and Campbell, 1980; Yerkes and Campbell, 1994)",
Ttcg,Los Angeles Basin—East,"Topanga Group, conglomerate (middle Miocene)","Conglomerate, massive to well bedded, light brown; includes basal breccia locally. (Los Angeles and Pasadena 7.5’ quadrangles; Lamar, 1970)",
Ttcs,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Topanga Canyon Formation, Saddle Peak Member (early middle Miocene)","Thick-bedded to massive, medium- to coarse-grained marine sandstone, pebbly sandstone, hackly fracturing sandy siltstone, and 1/2-m thick basal pebble conglomerate. Conformably overlain by Fernwood Member; conformably overlies Piuma Member of Sespe Formation. Resistant sandstone near base of Saddle Peak Member contains ""Temblor"" megafauna that include the gastropod Antillophos dumbleanus (Anderson), which is apparently restricted to the middle Miocene. Immediately above this bed is a 10-cm thick layer of well-preserved, in part articulated valves of giant pectinid Vertipecten nevadanus (Conrad) (also called V. bowersi); entire fauna is referred to middle Miocene ""Temblor"" provincial Stage. Fritsche (1993) proposed Saddle Peak Member be included with Vaqueros Formation because some elements of fauna are long ranging and are also found in Vaqueros, and because closely similar lithofacies are found in both units. However, detailed mapping shows continuous and overlapping stratigraphic horizons in most areas where Saddle Peak Member is in contact with underlying Vaqueros and two units are mappable separately. Therefore, usage of source maps is retained. Unit is about 220 m thick along Piuma Road on west shoulder of Saddle Peak. (Malibu Beach and Topanga 7.5’ quadrangles; Yerkes and Campbell, 1979; Yerkes and Campbell, 1980)",
Ttk,Castaic Valley-Soledad Canyon and San Gabriel Mountains,"Tick Canyon Formation, undivided (middle to early Miocene)","Reddish, fluvial and lacustrine sandstone, siltstone and claystone, and gray, tan, and reddish, well-cemented and well-bedded conglomerates (Mint Canyon, Agua Dulce and San Fernando 7.5’ quadrangles; Oakeshott, 1958). Named by Jahns (1940), and separated from overlying lower part of Mint Canyon Formation on the basis of a distinctively older vertebrate fauna",
Ttz,Los Angeles Basin—East,"Topanga Group, siltstone (middle Miocene)","Siltstone, well bedded, medium to dark brown, with interbedded sandstone, shale and chert. (Los Angeles and Pasadena 7.5’ quadrangles; Lamar, 1970)",
Tv,Topatopa Mountains and eastern Santa Ynez Range,"Vaqueros Formation, undivided (early Miocene)","Heterogeneous sequence of thick- and medium-bedded sandstone and interbedded siltstone and mudstone. Sandstone ranges from coarse- to very fine-grained, chiefly biotitic arkosic arenites and wackes; siltstone and mudstone interbeds commonly dark gray, but can be greenish or reddish in color. Commonly carries Turritella inezana and other elements of ""Vaqueros fauna"". Although name was first used in central California (Hamlin, 1904) and subsequently extended on basis of faunal elements, it has long been used in coastal Southern California, and is used consistently throughout intervening areas, to refer to a well-recognized and widespread, predominantly marine sequence that contains a distinctive molluscan fauna (Loel and Corey, 1932). North of Fillmore, easternmost Vaqueros is about 183 m thick (Cemen, 1977; Eschner, 1969; Bailey, 1951)",
Tv,Santa Susana Mountains and Simi Hills,"Vaqueros Formation, undivided (early Miocene)","Heterogeneous sequence of thick- and medium-bedded sandstone and interbedded siltstone and mudstone. Sandstone ranges from coarse- to very fine-grained, chiefly biotitic arkosic arenites and wackes; siltstone and mudstone interbeds commonly dark gray, but can be greenish or reddish in color. Commonly carries Turritella inezana and other elements of ""Vaqueros fauna"". Name was first used in central California (Hamlin, 1904); subsequently extended on basis of faunal elements. Long been used in coastal Southern California, and is used consistently throughout intervening areas, to refer to a well-recognized and widespread, predominantly marine sequence that contains a distinctive molluscan fauna (Loel and Corey, 1932). In the Simi Valley area, Squires and Filewicz (1983, Fig. 2) show the Vaqueros as approximately 310 m in thickness, intertonguing with and overlying the Sespe Formation; it pinches out eastward beneath the unconformably overlying Conejo Volcanics",
Tv,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Vaqueros Formation, undivided (early Miocene)","A heterogeneous sequence of thick- and medium-bedded sandstone and interbedded siltstone and mudstone; sandstone ranges from coarse- to very fine-grained, chiefly biotitic arkosic arenites and wackes; siltstone and mudstone interbeds commonly dark gray, but some greenish or reddish in color; commonly carries Turritella inezana and other elements of ""Vaqueros fauna"". Although name first used in central California (Hamlin, 1904) and subsequently extended on basis of faunal elements, it has long been used in coastal Southern California, and is used consistently throughout intervening areas, to refer to a well-recognized and widespread, predominantly marine sequence that contains a distinctive molluscan fauna (Loel and Corey, 1932). In Santa Monica Mountains a complete section in vicinity of Castro Peak, where Vaqueros accordantly overlies nonmarine Sespe Formation, is as much as 760 m thick. East of Malibu Canyon, shoreface facies intertongue with nonmarine strata of Sespe Formation, and Vaqueros strata are not present in and east of Topanga Canyon. Along north side of Simi Valley, Vaqueros strata about 600 m thick lie accordantly above Sespe redbeds and are overlain by Conejo Volcanics; Vaqueros wedgesout to east in Simi Valley West 7.5’ quadrangle. On south flank of Santa Ynez Mountains, north of Fillmore, easternmost Vaqueros Formation is about 165 m thick. Oborne (1993) described several interbedded lithofacies west of Topanga Canyon and interprets them to represent deposition during rapid marine transgression. Fritsche (1993) proposed lumping Vaqueros and Topanga Canyon Formations into a single “Unnamed Sandstone” unit because both contain similar lithofacies and locally lack their typical distinctive faunal elements. However, in nearly all problematical areas there are sufficient continuous or overlapping beds to provide a realistic basis for mapping separate formations. Therefore, this compilation retains usage and nomenclature of source maps. (western Santa Monica Mountains, western Topatopa Mountains, and north side of Simi Valley; Yerkes and Campbell, 1979; Yerkes and Campbell, 1980; Campbell and others, 1996; Eschner, 1969; Bailey, 1951; Cemen, 1977; Squires, 1983a; Sonneman, 1956; Durrell, 1954). Includes:",
Tvd,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Vaqueros Formation, Danielson Member (early Miocene)","Grayish black, very fine-grained, marine sandy siltstone or mudstone, in medium and thin beds, generally having indistinct parallel lamination; fractures commonly conchoidal or irregularly subparallel to bedding, but locally platy or shaly. In San Nicholas Canyon, several prominent interbeds, 1/3 to 1 m thick, of calcareous very fine-grained sandstone and sandy mudstone contain Turritella inezana Conrad in such numbers as to locally form biostromes (Yerkes and Campbell, 1979, p. E12). Mapped as “Danielson Formation” by Sonneman (1956) named for exposures on Danielson Ranch in Big Sycamore Canyon (Triunfo Pass 7.5’ quadrangle); formalized as member of Vaqueros Formation by Yerkes and Campbell (1979).  22 (Triunfo Pass and Point Dume 7.5’ quadrangles; Sonneman, 1956; Campbell and others, 1996; Campbell, unpublished 1:12,000-scale mapping, 1967-1975)",
Tvn,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Vaqueros Formation, San Nicholas Member (early Miocene)","Very thick bedded to massive cliff- and ledge-forming marine sandstone, generally very light gray to pale bluish gray; rare interbeds and partings of siltstone and shale, commonly dark gray. Sandstone, very fine- to very coarse-grained arenite, locally pebbly; thick beds show internal cross lamination, parallel lamination, and disturbed (burrowed?) laminations; local abundant barnacle detritus. Generally conformably underlain by Danielson Member of the Vaqueros Formation; however, locally thinned where it rests on older rocks beneath Zuma Detachment Fault, as in Encinal Canyon. Conformably overlain by Encinal Member of Topanga Canyon Formation. Mapped as “Nicholas Formation” by Sonneman (1956) named for exposures in vicinity of San Nicholas Canyon (Triunfo Pass 7.5’ quadrangle); formalized as member of Vaqueros Formation by Yerkes and Campbell (1979). (Triunfo Pass and Point Dume 7.5’ quadrangles; Campbell and others, 1996; Campbell, unpublished 1:12,000-scale mapping, 1967-1975)",
Tvz,Castaic Valley-Soledad Canyon and San Gabriel Mountains,"Vasquez Formation, undivided (early Miocene to Oligocene?)","Yellowish and reddish sandstone, conglomerate, and interbedded andesite-basalt, lying on preTertiary crystalline basement rocks and unconformably below strata of Tick Canyon Formation; total thickness as much as 3,810 m (Jahns and Muehlberger, 1954). Includes numerous beds and lenses of megabreccia, many monolithologic. Named by Sharp (1936); further described by Jahns (1939)",
Tvzv,Castaic Valley-Soledad Canyon and San Gabriel Mountains,Vasquez Volcanics (early Miocene to Oligocene?),"Flows, breccia masses and intrusive sheets of andesite and basalt. Chiefly in lower part of Vasquez Formation, interlayered with Vasquez Formation sedimentary beds and extending beyond sedimentary deposition eastward to lie directly on older crystalline rocks (Jahns and Muehlberger, 1954)",
