code,grouping,title,description
Tkw,,"Welcome Shale Member, Kreyenhagen Shale (Eocene)","The clay shale and claystone facies of the lower Tertiary marine sedimentary sequence is prominently exposed in the Reef Ridge area north of McLure Valley. It was named Kreyenhagen Shale for Kreyenhagen wells at Canoas Creek (7 miles west of Avenal), the type locality, by Anderson (1905, p. 163-168). This name was not used by Arnold and Anderson (1910, p. 58-70) but was adopted by Cushman and Siegfus (1942), who described the sections exposed at Canoas and Garza Creeks (7 miles west of Avenal) and by Stewart (1946, p. 95, pi. 1), who described and mapped the formation in detail.

In the Reef Ridge area the Kreyenhagen Shale is from 950 to 1,250 feet thick, consists of gray clayey to silty shale, overlies the Avenal Sandstone, and is unconformably overlain by the Temblor Sandstone. The major part of the Kreyenhagen Shale contains foraminifers diagnostic of the Narizian Stage, late Eocene (Mallory, 1959, p. 71, fig. 7). Cushman and Siegfus (1942, p. 395-397) suggested that the upper part may be as young as Oligocene (Refugian). The lowest 50-110 feet of the Kreyenhagen Shale is greenish claystone which was named the Canoas Siltstone Member by Cushman and Siegfus (1942, p. 390-391) and which contains a foraminiferal fauna (""Canoas Fauna"") to which they assigned a middle Eocene age. Mallory (1959, p. 51, 71) suggested that this fauna may belong to his Ulatisian Stage, middle Eocene, but it is not certainly diagnostic.

In the Devils Den area the Kreyenhagen Shale is separated into two units of clayey shale by the Point of Rocks Sandstone (fig. 6). The lower unit, as thick as 700 feet, was named the Gredal Formation by Van Couvering and Alien (1943, p. 496-500). This same unit was designated as the Gredal Member of the Lodo Formation and assigned to the Ulatisian Stage, middle Eocene, by Mallory (1959, p. 45, 51, fig. 7), but it was mapped as the Canoas Siltstone Member of the Kreyenhagen Shale by Marsh (1960, p. 31, pi. 1). Because this unit is much thicker than the type Canoas Siltstone Member of Reef Ridge (too thin to show at the map scale), with which it is correlated by petroleum geologists, the unit at Devils Den is herein adopted as the Gredal Shale Member of the Kreyenhagen Shale. The type section of this member is designated as the section exposed in NE 1/4 sec. 10, T. 26 S., R. 18 E., 4 miles south of Devils Den, where it consists of about 750 feet of gray clayey shale with local occurrences of green and red clay, overlies the Avenal (""Mabury"") Sandstone, and is overlain by the Point of Rocks Sandstone.

In the northwestern Temblor Range, the Gredal Shale Member of the Kreyenhagen Shale is exposed south of Cedar Creek and at Media Agua Creek (fig. 9). In the former area, it is several hundred feet thick and consists of gray, green, and red claystone that unconformably overlies the Gravelly Flat Formation. At Media Agua Creek, it overlies the Avenal(?) Sandstone and is overlain by the Point of Rocks Sandstone, as at Devils Den; it is about 90 feet thick and is the same unit as the upper Lodo of Mallory (1959, p. 24, 45, figs. 3, 7), which he assigned to his Ulatisian Stage, middle Eocene.

The upper unit of the Kreyenhagen Shale in the Devils Den area is composed of about 600 feet of clayey shale that overlies the Point of Rocks Sandstone and is overlain by the Wagonwheel Formation. This shale unit was named Welcome Formation by Sandstone. The major part of the Kreyenhagen Van Couvering and Alien (1943, p. 496-500). This unit is herein adopted as the Welcome Shale Member of the Kreyenhagen Shale, with the type section designated as Welcome Valley (SE 1/4 sec. 35, T. 25 S., R. 18 E., NE*4NE14 sec. 2 and NWVi sec. 1, T. 26 S., R. 18 E.), just south of Devils Den. This unit is poorly and incompletely exposed; it is concealed by alluvium to the southeast and is overlapped by the Temblor Formation to the northwest. It forms the upper part of the type Narizian Stage, upper Eocene, of Mallory (1959, p. 55-56), although foraminifers of the Refugian Stage have been reported from the uppermost part of this shale unit by Smith (1956, p. 77-78) and Mallory (1959, p. 71).

On the basis of the foregoing evidence, the Gredal Shale Member of the Kreyenhagen Shale is assigned to the Ulatisian Stage, middle Eocene, and the Welcome Shale Member is assigned to the Narizian Stage, upper Eocene, with the upper part possibly extending into the Refugian Stage, early Oligocene.

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Tkg,,"Gredal Shale Member, Kreyenhagen Shale (Eocene)","The clay shale and claystone facies of the lower Tertiary marine sedimentary sequence is prominently exposed in the Reef Ridge area north of McLure Valley. It was named Kreyenhagen Shale for Kreyenhagen wells at Canoas Creek (7 miles west of Avenal), the type locality, by Anderson (1905, p. 163-168). This name was not used by Arnold and Anderson (1910, p. 58-70) but was adopted by Cushman and Siegfus (1942), who described the sections exposed at Canoas and Garza Creeks (7 miles west of Avenal) and by Stewart (1946, p. 95, pi. 1), who described and mapped the formation in detail.

In the Reef Ridge area the Kreyenhagen Shale is from 950 to 1,250 feet thick, consists of gray clayey to silty shale, overlies the Avenal Sandstone, and is unconformably overlain by the Temblor Sandstone. The major part of the Kreyenhagen Shale contains foraminifers diagnostic of the Narizian Stage, late Eocene (Mallory, 1959, p. 71, fig. 7). Cushman and Siegfus (1942, p. 395-397) suggested that the upper part may be as young as Oligocene (Refugian). The lowest 50-110 feet of the Kreyenhagen Shale is greenish claystone which was named the Canoas Siltstone Member by Cushman and Siegfus (1942, p. 390-391) and which contains a foraminiferal fauna (""Canoas Fauna"") to which they assigned a middle Eocene age. Mallory (1959, p. 51, 71) suggested that this fauna may belong to his Ulatisian Stage, middle Eocene, but it is not certainly diagnostic.

In the Devils Den area the Kreyenhagen Shale is separated into two units of clayey shale by the Point of Rocks Sandstone (fig. 6). The lower unit, as thick as 700 feet, was named the Gredal Formation by Van Couvering and Alien (1943, p. 496-500). This same unit was designated as the Gredal Member of the Lodo Formation and assigned to the Ulatisian Stage, middle Eocene, by Mallory (1959, p. 45, 51, fig. 7), but it was mapped as the Canoas Siltstone Member of the Kreyenhagen Shale by Marsh (1960, p. 31, pi. 1). Because this unit is much thicker than the type Canoas Siltstone Member of Reef Ridge (too thin to show at the map scale), with which it is correlated by petroleum geologists, the unit at Devils Den is herein adopted as the Gredal Shale Member of the Kreyenhagen Shale. The type section of this member is designated as the section exposed in NE 1/4 sec. 10, T. 26 S., R. 18 E., 4 miles south of Devils Den, where it consists of about 750 feet of gray clayey shale with local occurrences of green and red clay, overlies the Avenal (""Mabury"") Sandstone, and is overlain by the Point of Rocks Sandstone.

In the northwestern Temblor Range, the Gredal Shale Member of the Kreyenhagen Shale is exposed south of Cedar Creek and at Media Agua Creek (fig. 9). In the former area, it is several hundred feet thick and consists of gray, green, and red claystone that unconformably overlies the Gravelly Flat Formation. At Media Agua Creek, it overlies the Avenal(?) Sandstone and is overlain by the Point of Rocks Sandstone, as at Devils Den; it is about 90 feet thick and is the same unit as the upper Lodo of Mallory (1959, p. 24, 45, figs. 3, 7), which he assigned to his Ulatisian Stage, middle Eocene.

The upper unit of the Kreyenhagen Shale in the Devils Den area is composed of about 600 feet of clayey shale that overlies the Point of Rocks Sandstone and is overlain by the Wagonwheel Formation. This shale unit was named Welcome Formation by Sandstone. The major part of the Kreyenhagen Van Couvering and Alien (1943, p. 496-500). This unit is herein adopted as the Welcome Shale Member of the Kreyenhagen Shale, with the type section designated as Welcome Valley (SE 1/4 sec. 35, T. 25 S., R. 18 E., NE*4NE14 sec. 2 and NWVi sec. 1, T. 26 S., R. 18 E.), just south of Devils Den. This unit is poorly and incompletely exposed; it is concealed by alluvium to the southeast and is overlapped by the Temblor Formation to the northwest. It forms the upper part of the type Narizian Stage, upper Eocene, of Mallory (1959, p. 55-56), although foraminifers of the Refugian Stage have been reported from the uppermost part of this shale unit by Smith (1956, p. 77-78) and Mallory (1959, p. 71).

On the basis of the foregoing evidence, the Gredal Shale Member of the Kreyenhagen Shale is assigned to the Ulatisian Stage, middle Eocene, and the Welcome Shale Member is assigned to the Narizian Stage, upper Eocene, with the upper part possibly extending into the Refugian Stage, early Oligocene.

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Tpr,,Point of Rocks Sandstone (Eocene),"The sandstone of the Eocene sedimentary sequence is prominently exposed in the northwest part of the Temblor Range, where it is as much as 2,000 feet thick, near Devils Den where it is about 2,350 feet thick, and in the Diablo Range, where it is as much as 1,250 feet thick. In the Devils Den area, it was named Point of Rocks Sandstone, for Point of Rocks (S 1/2 sec. 2, T. 26 S., R. 18 E.), 3 miles south of Devils Den, by Van Couvering and Alien (1943, p. 496-500). This name is adopted herein. In the Reef Ridge area, this sandstone either is missing or may be represented by a sandstone lens as thick as 30 feet about 100 feet above the base of the Kreyenhagen Shale (Dickinson, 1966a, p. 711).

The Point of Rocks Sandstone rarely contains fossils. ""Characteristic Tejon fossils"" were reported but not listed from the Point of Rocks area by Arnold and Johnson (1910, p. 38). At Devils Den, the Point of Rocks Sandstone, with the possible exception of the lowest 75 feet, was designated as the type Narizian Stage, upper Eocene, by Mallory (1959, p. 55-56). Foraminifers diagnostic of the Narizian Stage were obtained from thin shale beds in this sandstone at Devils Den and also at Media Agua Creek by Mallory (1959, p. 56). At Devils Den, shale interbeds in the lowest 75 feet of the Point of Rocks Sandstone contain foraminifers assigned by Mallory (1959, p. 57) to the Ulatisian Stage. The basal part of the Point of Rocks Sandstone is thereby assigned to the Ulatisian Stage, middle Eocene, and the major part to the Narizian Stage, upper Eocene.

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Tpe,,Point of Rocks Sandstone (Eocene),"[Note: Tpe is a typo for Tpr in the original data ~~kueda]

The sandstone of the Eocene sedimentary sequence is prominently exposed in the northwest part of the Temblor Range, where it is as much as 2,000 feet thick, near Devils Den where it is about 2,350 feet thick, and in the Diablo Range, where it is as much as 1,250 feet thick. In the Devils Den area, it was named Point of Rocks Sandstone, for Point of Rocks (S 1/2 sec. 2, T. 26 S., R. 18 E.), 3 miles south of Devils Den, by Van Couvering and Alien (1943, p. 496-500). This name is adopted herein. In the Reef Ridge area, this sandstone either is missing or may be represented by a sandstone lens as thick as 30 feet about 100 feet above the base of the Kreyenhagen Shale (Dickinson, 1966a, p. 711).

The Point of Rocks Sandstone rarely contains fossils. ""Characteristic Tejon fossils"" were reported but not listed from the Point of Rocks area by Arnold and Johnson (1910, p. 38). At Devils Den, the Point of Rocks Sandstone, with the possible exception of the lowest 75 feet, was designated as the type Narizian Stage, upper Eocene, by Mallory (1959, p. 55-56). Foraminifers diagnostic of the Narizian Stage were obtained from thin shale beds in this sandstone at Devils Den and also at Media Agua Creek by Mallory (1959, p. 56). At Devils Den, shale interbeds in the lowest 75 feet of the Point of Rocks Sandstone contain foraminifers assigned by Mallory (1959, p. 57) to the Ulatisian Stage. The basal part of the Point of Rocks Sandstone is thereby assigned to the Ulatisian Stage, middle Eocene, and the major part to the Narizian Stage, upper Eocene.

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Ta,,Avenal Sandstone (Eocene),"In the Reef Ridge area, northwest of McLure Valley, the basal Tertiary sandstone unit was named Avenal Sandstone by Anderson (1905, p. 164, pi. 34, fig. 1) for Avenal wells in Big Tar Canyon, 6 miles southwest of Avenal (fig. 2). This sandstone was assigned to the Domengine Formation (of Anderson, 1905, north of Coalinga) by Clark (1929, p. 216) and Gester and Galloway (1933, p. 1167,1184). The Avenal Sandstone, which contains orbitoid Foraminifera and abundant mollusks, was mapped and described in detail by Stewart (1946, p. 89-94, pi. 1), who adopted the name and suggested its correlation with the Domengine Formation, which is very similar and is probably the same unit. The Avenal Sandstone is from 300 to 500 feet thick and fine grained, and it contains abundant mollusks assigned to the middle Eocene (Stewart, 1946, p. 92-94). It was questionably assigned to the Ulatisian Stage, middle Eocene, by Mallory (1959, p. 51, fig. 7).

In areas south and southeast of McLure Valley, the basal Tertiary sandstone discussed in the next three paragraphs is herein included in the Avenal Sandstone because of generally similar lithology and probably similar stratigraphic position. Local names have been applied to this sandstone because of uncertainty of its correlation with the type Avenal Sandstone.

In the Diablo Range west of McLure Valley, this basal sandstone is as thick as 400 feet and was called Acebedo Sandstone by Dickinson (1963, p. 48-52). This sandstone contains <(Spiroglyphus"" and orbitoid Foraminifera, and according to Mallory (1959, p. 50-51), it is slightly older than the type Avenal Sandstone and was assigned by him to the Ulatisian or Penutian Stage, middle or lower Eocene.

In the Devils Den area, the lowest Tertiary sandstone unit, as thick as 200 feet, contains ""Spiroglyphus"" (Rotularia) and was named Mabury Sandstone by Van Couvering and Alien (1943, p. 496-500). Mallory (1959, p. 37, fig. 7) assigned this sandstone to the Lodo Formation and to his Penutian Stage, lower Eocene.

In the Temblor Range between Media Agua and Carneros Creek, the lowest Tertiary sandstone unit forms a lens as thick as 300 feet. It is underlain by clay shale of the Lodo Formation and is overlain by the Gredal Shale Member of the Kreyenhagen Shale. According to Durham (1942, p. 503-510), this sandstone contains (in NE 1/3 SE 1/4 sec. 28, T. 28 S. R. 19 E., east of Media Agua Creek) mollusks and corals referred to the Domengine Stage, middle Eocene. However, at Media Agua Creek, where the sandstone unit is only 25 feet thick, Mallory (1959, p. 24, 34, fig. 7) designated the sandstone (his middle Lodo) and 20 feet of the underlying shale as his type Penutian Stage, lower Eocene; he correlated the sandstone, which there contains ""Spiroglyphus"" and orbitoid foraminifers, with the Mabury Sandstone of Devils Den and assigned both to the Lodo Formation.

This assignment is not adopted because at Media Agua Creek this 25-foot-thick ""sandstone reef"" is overlain by about 90 feet of clay shale which Mallory (1959, p. 30, fig. 3, 7) designated as upper Lodo but which he assigned to his Ulatisian Stage, middle Eocene. This assignment would correlate this shale with the Gredal Shale Member of the Kreyenhagen Shale. The underlying ""sandstone reef"" is therefore probably the same unit as the Avenal Sandstone, to which it is assigned.

Although there is some doubt as to exact correlation, the Acebedo Sandstone west of McLure Valley, Mabury Sandstone of Devils Den, and the sandstone at Media Agua Creek are herein assigned to the Avenal Sandstone because in each area they are of generally similar lithology and form the basal transgressive sandstone unit of the lower Tertiary marine sedimentary sequence; thus they appear to be the same unit. Therefore the local names Acebedo and Mabury are not formally adopted. The Avenal Sandstone, as herein mapped, is presumably in the Domengine molluscan age and Fenutian and Ulatisian Stages, early and middle Eocene.

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Tus,,Unnamed sandstone (Eocene),
Tl,,Lodo Formation (Paleocene and Eocene),"On Media Agua Creek, in the Temblor Range, about 280 feet of rocks, predominantly clay shale, forms an interval between shale of the Panoche Formation and the Point of Rocks Sandstone. On the basis of microfaunas, this interval was correlated with and assigned by Mallory (1959, figs. 3, 7) to the Lodo Formation of White (1938) (type locality about 35 miles northwest of Coalinga) of Paleocene and early Eocene age. Mallory divided this interval into three units: lower, middle and upper Lodo.

The lower Lodo, as indicated by Mallory (1959, p. 25-26, 30-31, 34, figs. 3, 7), is about 160 feet thick at Media Agua Creek and is composed of soft clay shale. On the basis of microfaunas he assigned this unit to his Ynezian and Bulitian Stages, Paleocene, with the exception of the uppermost 20 feet, which, together with the overlying ""sandstone reef"" (his middle Lodo), he designated as his type Penutian Stage, early Eocene. These stages assigned to this 160-foot-thick clay shale unit correlate it with the type Lodo Formation, and its assignment to that formation is tentatively adopted. From Media Agua Creek this clay shale unit appears to extend south- eastward along strike for an unknown distance, through poor exposures, possibly as far as Carneros Creek or Salt Creek. Northwest of Media Agua Creek it laps out.

Mallory (1959, p. 28, 37, fig. 7) suggested that a similar shale unit underlying the Avenal (""Mabury"") Sandstone in the Devils Den area may be of Paleocene and early Eocene ages, and he assigned it to the Lodo Formation. Foraminifera suggestive of those ages have been reported from a thin shale unit above the Panoche Formation from several wells in the Devils Den area (H. C. Wagner and others, unpub. data).

Mallory's middle Lodo at Media Agua Creek is considered to be the Avenal Sandstone, and his upper Lodo the Gredal Shale Member of the Kreyenhagen Shale, for reasons discussed under ""Avenal Sandstone."" Their assignment to the Lodo Formation is therefore not adopted.

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Tss,,"Sandstone, clay shale and minor conglomerate, marine clastic and sedimentary rocks (Eocene and Paleocene)","The marine clastic sedimentary rocks are a monotonous, continuously deposited series, as much as 30,000 feet thick, of interbedded arkosic sandstone, siltstone, clay shale, and granitic conglomerate. These strata appear to be deltaic deposits derived from rapid erosion of a nearby granitic terrane and deposited in a shallow sea. This thick series is not named nor differentiated into formations or members because it contains no persistent distinct lithologic units other than a basal conglomerate as thick as 2,000 feet which overlies granitic basement in the La Panza Range. The marine clastic sedimentary rocks, together with the granitic basement exposed in the La Panza Range, are overlain unconformably by the middle Tertiary sedimentary sequence.

This series of marine clastic sedimentary rocks rarely contains fossils. This sequence was formerly thought to be of Late Cretaceous age (Eaton and others, 1941, p. 213-214, fig. 3; Hill and others, 1958, p. 2997; Jennings, 1958); however, a few fossils diagnostic of Late Cretaceous age were found in the lowest 6,000 feet of this sequence in the La Panza Range from 21/& to 7 miles northwest of Pozo and in the basal 1,000 feet near Deadman Flat, 24 miles southeast of Pozo. A few mollusks and foraminifers considered to be of Paleocene age were found stratigraphically higher a few miles southeast of Pozo, and orbitoidal foraminifers diagnostic of early to middle Eocene age were found still higher in the section in the Sierra Madre Mountains (Vedder and Brown, 1968, p. 248-249). Just beyond the southeast border of figure 2, the highest part of this series yielded mollusks diagnostic of middle Eocene age (Vedder and Brown, 1968, p. 249-251).

At the southeast end of the Caliente Range (T. 10 N., R. 25 W.), is exposed about 3,000 feet of marine clastic sedimentary rocks which there were named the Pattiway Formation by Hill, Carlson, and Dibblee (1958, p. 2977). This name is adopted herein for this unit but only for this exposure, and others beyond the southeast border of figure 2. In these exposures, the Pattiway Formation is composed of light-gray sandstone, gray silty shale, and a few thin conglomerate lenses. It is unconformably overlain by the Simmler Formation, and the base is not exposed. In the Caliente Range, the Pattiway Formation yielded mollusks and foraminifers considered to be of Paleocene age (Vedder and Repenning, 1965).

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Tcg,,"Conglomerate, marine clastic and sedimentary rocks (Paleocene)","The marine clastic sedimentary rocks are a monotonous, continuously deposited series, as much as 30,000 feet thick, of interbedded arkosic sandstone, siltstone, clay shale, and granitic conglomerate. These strata appear to be deltaic deposits derived from rapid erosion of a nearby granitic terrane and deposited in a shallow sea. This thick series is not named nor differentiated into formations or members because it contains no persistent distinct lithologic units other than a basal conglomerate as thick as 2,000 feet which overlies granitic basement in the La Panza Range. The marine clastic sedimentary rocks, together with the granitic basement exposed in the La Panza Range, are overlain unconformably by the middle Tertiary sedimentary sequence.

This series of marine clastic sedimentary rocks rarely contains fossils. This sequence was formerly thought to be of Late Cretaceous age (Eaton and others, 1941, p. 213-214, fig. 3; Hill and others, 1958, p. 2997; Jennings, 1958); however, a few fossils diagnostic of Late Cretaceous age were found in the lowest 6,000 feet of this sequence in the La Panza Range from 21/& to 7 miles northwest of Pozo and in the basal 1,000 feet near Deadman Flat, 24 miles southeast of Pozo. A few mollusks and foraminifers considered to be of Paleocene age were found stratigraphically higher a few miles southeast of Pozo, and orbitoidal foraminifers diagnostic of early to middle Eocene age were found still higher in the section in the Sierra Madre Mountains (Vedder and Brown, 1968, p. 248-249). Just beyond the southeast border of figure 2, the highest part of this series yielded mollusks diagnostic of middle Eocene age (Vedder and Brown, 1968, p. 249-251).

At the southeast end of the Caliente Range (T. 10 N., R. 25 W.), is exposed about 3,000 feet of marine clastic sedimentary rocks which there were named the Pattiway Formation by Hill, Carlson, and Dibblee (1958, p. 2977). This name is adopted herein for this unit but only for this exposure, and others beyond the southeast border of figure 2. In these exposures, the Pattiway Formation is composed of light-gray sandstone, gray silty shale, and a few thin conglomerate lenses. It is unconformably overlain by the Simmler Formation, and the base is not exposed. In the Caliente Range, the Pattiway Formation yielded mollusks and foraminifers considered to be of Paleocene age (Vedder and Repenning, 1965).

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Kss,,"Sandstone, clay shale and minor conglomerate, marine clastic and sedimentary rocks (Late Cretaceous)","The marine clastic sedimentary rocks are a monotonous, continuously deposited series, as much as 30,000 feet thick, of interbedded arkosic sandstone, siltstone, clay shale, and granitic conglomerate. These strata appear to be deltaic deposits derived from rapid erosion of a nearby granitic terrane and deposited in a shallow sea. This thick series is not named nor differentiated into formations or members because it contains no persistent distinct lithologic units other than a basal conglomerate as thick as 2,000 feet which overlies granitic basement in the La Panza Range. The marine clastic sedimentary rocks, together with the granitic basement exposed in the La Panza Range, are overlain unconformably by the middle Tertiary sedimentary sequence.

This series of marine clastic sedimentary rocks rarely contains fossils. This sequence was formerly thought to be of Late Cretaceous age (Eaton and others, 1941, p. 213-214, fig. 3; Hill and others, 1958, p. 2997; Jennings, 1958); however, a few fossils diagnostic of Late Cretaceous age were found in the lowest 6,000 feet of this sequence in the La Panza Range from 21/& to 7 miles northwest of Pozo and in the basal 1,000 feet near Deadman Flat, 24 miles southeast of Pozo. A few mollusks and foraminifers considered to be of Paleocene age were found stratigraphically higher a few miles southeast of Pozo, and orbitoidal foraminifers diagnostic of early to middle Eocene age were found still higher in the section in the Sierra Madre Mountains (Vedder and Brown, 1968, p. 248-249). Just beyond the southeast border of figure 2, the highest part of this series yielded mollusks diagnostic of middle Eocene age (Vedder and Brown, 1968, p. 249-251).

At the southeast end of the Caliente Range (T. 10 N., R. 25 W.), is exposed about 3,000 feet of marine clastic sedimentary rocks which there were named the Pattiway Formation by Hill, Carlson, and Dibblee (1958, p. 2977). This name is adopted herein for this unit but only for this exposure, and others beyond the southeast border of figure 2. In these exposures, the Pattiway Formation is composed of light-gray sandstone, gray silty shale, and a few thin conglomerate lenses. It is unconformably overlain by the Simmler Formation, and the base is not exposed. In the Caliente Range, the Pattiway Formation yielded mollusks and foraminifers considered to be of Paleocene age (Vedder and Repenning, 1965).

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
Kcg,,"Conglomerate, marine clastic and sedimentary rocks (Late Cretaceous)","The marine clastic sedimentary rocks are a monotonous, continuously deposited series, as much as 30,000 feet thick, of interbedded arkosic sandstone, siltstone, clay shale, and granitic conglomerate. These strata appear to be deltaic deposits derived from rapid erosion of a nearby granitic terrane and deposited in a shallow sea. This thick series is not named nor differentiated into formations or members because it contains no persistent distinct lithologic units other than a basal conglomerate as thick as 2,000 feet which overlies granitic basement in the La Panza Range. The marine clastic sedimentary rocks, together with the granitic basement exposed in the La Panza Range, are overlain unconformably by the middle Tertiary sedimentary sequence.

This series of marine clastic sedimentary rocks rarely contains fossils. This sequence was formerly thought to be of Late Cretaceous age (Eaton and others, 1941, p. 213-214, fig. 3; Hill and others, 1958, p. 2997; Jennings, 1958); however, a few fossils diagnostic of Late Cretaceous age were found in the lowest 6,000 feet of this sequence in the La Panza Range from 21/& to 7 miles northwest of Pozo and in the basal 1,000 feet near Deadman Flat, 24 miles southeast of Pozo. A few mollusks and foraminifers considered to be of Paleocene age were found stratigraphically higher a few miles southeast of Pozo, and orbitoidal foraminifers diagnostic of early to middle Eocene age were found still higher in the section in the Sierra Madre Mountains (Vedder and Brown, 1968, p. 248-249). Just beyond the southeast border of figure 2, the highest part of this series yielded mollusks diagnostic of middle Eocene age (Vedder and Brown, 1968, p. 249-251).

At the southeast end of the Caliente Range (T. 10 N., R. 25 W.), is exposed about 3,000 feet of marine clastic sedimentary rocks which there were named the Pattiway Formation by Hill, Carlson, and Dibblee (1958, p. 2977). This name is adopted herein for this unit but only for this exposure, and others beyond the southeast border of figure 2. In these exposures, the Pattiway Formation is composed of light-gray sandstone, gray silty shale, and a few thin conglomerate lenses. It is unconformably overlain by the Simmler Formation, and the base is not exposed. In the Caliente Range, the Pattiway Formation yielded mollusks and foraminifers considered to be of Paleocene age (Vedder and Repenning, 1965).

(Diblee, T.W. 1973. ""Stratigraphy of the Southern Coast Ranges near the San Andreas Fault from Gholame to Maricopa, California."" GEOLOGICAL SURVEY PROFESSIONAL PAPER 764. United States Geological Survey. https://pubs.usgs.gov/pp/0764/report.pdf)"
